source_player_id,player_name,birth_date,country,season,league,role,age,sample_size,k_pct,bb_pct,iso,contact_pct,chase_pct,avg_fastball_velocity,zone_pct,sprint_speed,biomech_score,player_id,match_method,country_std,performance_index,position,signing_bonus_usd,country_std_canonical,overall_future_value,position_group,age_band,bonus_tier,next_season_index,next_season,positive_outcome
INT-0176,Omar Herrera,2001-10-25,South Korea,2023,KBO Futures,Pitcher,22,330,0.0879379174455021,0.1085503089682673,,,,86.36555993400476,0.4479562845489729,,40.0726220943507,INT-0176,source_id,South Korea,-1.214009997007884,RHP,10000.0,South Korea,30,Pitcher,21-22,Under $100K,-0.9848772602254686,2024.0,0.0
INT-0176,Omar Herrera,2001-10-25,KOR,2024,Independent,Pitcher,23,103,0.1286147508006239,0.1199417209235456,,,,86.99198033854235,0.4705824439851133,,47.600544653493145,INT-0176,source_id,South Korea,-0.9848772602254686,RHP,10000.0,South Korea,30,Pitcher,23+,Under $100K,-1.075104209353758,2025.0,0.0
INT-0176,Omar Herrera,2001-10-25,South Korea,2025,KBO Futures,Pitcher,24,407,0.1196933003734639,0.0757190484415673,,,,84.15722128006821,0.4731784031770482,,44.0670366455446,INT-0176,source_id,South Korea,-1.075104209353758,RHP,10000.0,South Korea,30,Pitcher,23+,Under $100K,,,
INT-0177,Seong-hyun Valdez,2002-01-02,Dominican Republic,2022,Dominican Summer League,Position Player,20,200,0.2218954829713224,0.0827683835105676,0.131593723895948,0.7077555880845237,0.2714750386633582,,,24.939661109317804,33.740463498604186,INT-0177,source_id,Dominican Republic,-0.39778602903644056,IF,11000.0,Dominican Republic,45,IF,19-20,Under $100K,-0.6505368847582936,2023.0,0.0
INT-0177,Seong-hyun Valdez,2002-01-02,Dominican Republic,2023,Dominican Summer League,Position Player,21,402,0.2787886382708341,0.0651796005729059,0.1102678168284782,0.7168702848725976,0.285593172542298,,,25.033473384242797,32.707578670189584,INT-0177,source_id,Dominican Republic,-0.6505368847582936,IF,11000.0,Dominican Republic,45,IF,21-22,Under $100K,-0.7692470165769323,2024.0,0.0
INT-0177,Seong-hyun Valdez,2002-01-02,Dominican Republic,2024,Dominican Summer League,Position Player,22,504,0.2558102463087224,0.0655563577416593,0.0782460847996355,0.7086480673318533,0.3114791927332854,,,25.053591051844165,43.57510023741368,INT-0177,source_id,Dominican Republic,-0.7692470165769323,IF,11000.0,Dominican Republic,45,IF,21-22,Under $100K,-0.7294390452926593,2025.0,0.0
INT-0177,Seong-hyun Valdez,2002-01-02,Dominican Republic,2025,Dominican Summer League,Position Player,23,436,0.1933057012904168,0.0752670089463734,0.1665687208083774,0.7200393135649523,0.3133699591323925,,,23.5,37.26772837696917,INT-0177,source_id,Dominican Republic,-0.7294390452926593,IF,11000.0,Dominican Republic,45,IF,23+,Under $100K,,,
INT-0178,Felix Garcia,2007-05-10,VZ,2024,Dominican Summer League,Pitcher,17,178,0.1930747375645465,0.0913095117929681,,,,90.02520870541876,0.4426393440550803,,38.49508460949514,INT-0178,source_id,Venezuela,-0.3954298331912466,LHP,92000.0,Venezuela,40,Pitcher,18 and under,Under $100K,0.4799224830686393,2025.0,1.0
INT-0178,  Felix Garcia ,2007-05-10,Venezuela,2025,Complex League,Pitcher,18,410,0.2552612303949501,0.0840574882180527,,,,92.15891930878009,0.5180851732650101,,44.59688882056798,INT-0178,source_id,Venezuela,0.4799224830686393,LHP,92000.0,Venezuela,40,Pitcher,18 and under,Under $100K,,,
INT-0179,Alejandro Torres,1999-10-02,Mexico,2022,Mexican Pacific League,Pitcher,23,145,0.2456374399486829,0.1258005921130917,,,,91.01351738061166,0.4563955252579229,,52.57809461577708,INT-0179,source_id,Mexico,0.24359888533603374,LHP,104000.0,Mexico,50,Pitcher,23+,$100K-$499K,0.28998849946598654,2023.0,0.0
INT-0179,Alejandro Torres,1999-10-02,Mexico,2023,Mexican Pacific League,Pitcher,24,511,0.1985988602620657,0.1026554124251068,,,,90.34757840806104,0.4763309692296447,,61.312155866123256,INT-0179,source_id,Mexico,0.28998849946598654,LHP,104000.0,Mexico,50,Pitcher,23+,$100K-$499K,0.031682226884405335,2024.0,0.0
INT-0179,Alejandro Torres,1999-10-02,Mexico,2024,Mexican Pacific League,Pitcher,25,444,0.1874067551907856,0.1188215021719941,,,,90.8594703162718,0.4969442718281015,,60.8250942314917,INT-0179,source_id,Mexico,0.031682226884405335,LHP,104000.0,Mexico,50,Pitcher,23+,$100K-$499K,0.39071706459486644,2025.0,0.0
INT-0179,Alejandro Torres,1999-10-02,Mexico,2025,Mexican League,Pitcher,26,455,0.253601034885135,0.1102985356508103,,,,92.8289257884958,0.4531448012720376,,66.041530821139,INT-0179,source_id,Mexico,0.39071706459486644,LHP,104000.0,Mexico,50,Pitcher,23+,$100K-$499K,,,
INT-0180,Andres Quintero,2003-10-01,Dominican Republic,2022,Dominican Summer League,Position Player,19,261,0.2470533586922774,0.0964089040128572,0.0389933743646233,0.7434949054252863,0.361173089137676,,,25.78698467741306,44.05273237925857,INT-0180,source_id,Dominican Republic,-0.6238331472115964,OF,23000.0,Dominican Republic,35,OF,19-20,Under $100K,-0.05404904046333117,2023.0,0.0
INT-0180,Andres Quintero,2003-10-01,Dominican Republic,2023,Complex League,Position Player,20,237,0.2465536235740739,0.0791776856652193,0.1034070019293721,0.7619731951835641,0.3127399388647442,,,25.98350651118498,45.075026642255786,INT-0180,source_id,Dominican Republic,-0.05404904046333117,OF,23000.0,Dominican Republic,35,OF,19-20,Under $100K,0.31644558487973956,2024.0,0.0
INT-0180,Andres Quintero,2003-10-01,Dominican Republic,2024,Complex League,Position Player,21,297,0.2031677102162475,0.1070066916989371,0.154311681073906,0.7736590561799352,0.321540586323309,,,26.10300647223092,50.153652668836834,INT-0180,source_id,Dominican Republic,0.31644558487973956,OF,23000.0,Dominican Republic,35,OF,21-22,Under $100K,0.07642142233505814,2025.0,0.0
INT-0180,Andres Quintero,2003-10-01,Dominican Republic,2025,Complex League,Position Player,22,583,0.2047764014549446,0.0853360566572375,0.0973048602897963,0.8117812464649264,0.2960993627124058,,,25.330470542569305,46.73475279607498,INT-0180,source_id,Dominican Republic,0.07642142233505814,OF,23000.0,Dominican Republic,35,OF,21-22,Under $100K,,,
INT-0181,Min-jun Jimenez,2004-06-13,Venezuela,2022,Dominican Summer League,Pitcher,18,381,0.2373865381782923,0.1270023041848224,,,,89.93968051827852,0.4542029894474633,,60.43290982834135,INT-0181,source_id,Venezuela,0.19967525097563818,RHP,94000.0,Venezuela,55,Pitcher,18 and under,Under $100K,0.3833045328379878,2023.0,1.0
INT-0181,Min-jun Jimenez,2004-06-13,Venezuela,2023,Complex League,Pitcher,19,283,0.2157499131520762,0.0839568303580025,,,,89.7637382855273,0.5002815195228997,,47.87995697937522,INT-0181,source_id,Venezuela,0.3833045328379878,RHP,94000.0,Venezuela,55,Pitcher,19-20,Under $100K,0.21738094158225305,2024.0,0.0
INT-0181,Min-jun Jimenez,2004-06-13,Venezuela,2024,Dominican Summer League,Pitcher,20,329,0.2458975698226521,0.1152514472753762,,,,93.15963197976087,0.4585880457044091,,46.585581925013344,INT-0181,source_id,Venezuela,0.21738094158225305,RHP,94000.0,Venezuela,55,Pitcher,19-20,Under $100K,0.006437442241735286,2025.0,0.0
INT-0181,Min-jun Jimenez,2004-06-13,Venezuela,2025,Dominican Summer League,Pitcher,21,345,0.2281057913549204,0.1076471418681974,,,,91.33363850499128,0.4845284621860071,,49.204864334515726,INT-0181,source_id,Venezuela,0.006437442241735286,RHP,94000.0,Venezuela,55,Pitcher,21-22,Under $100K,,,
INT-0182,Kaito Torres,2002-07-02,Venezuela,2022,Complex League,Pitcher,20,405,0.3153436479076517,0.0977225667072981,,,,94.081378859445,0.4766933848351321,,59.154019483977095,INT-0182,source_id,Venezuela,1.3285258597895795,RHP,736000.0,Venezuela,60,Pitcher,19-20,$500K-$1.49M,0.40310549132841494,2023.0,1.0
INT-0182,Kaito Torres,2002-07-02,VEN,2023,Dominican Summer League,Pitcher,21,468,0.2698630165242361,0.0901329493960713,,,,91.57747701510682,0.3844188074397688,,53.15940303822825,INT-0182,source_id,Venezuela,0.40310549132841494,RHP,736000.0,Venezuela,60,Pitcher,21-22,$500K-$1.49M,0.8603661829014638,2024.0,1.0
INT-0182,Kaito Torres,2002-07-02,VEN,2024,Dominican Summer League,Pitcher,22,537,0.2731698052412838,0.0849534032563953,,,,94.28710472366464,0.4633441902811697,,55.52182200703717,INT-0182,source_id,Venezuela,0.8603661829014638,RHP,736000.0,Venezuela,60,Pitcher,21-22,$500K-$1.49M,0.35258884304243027,2025.0,0.0
,Kaito Torres,2002-07-02,Venezuela,2025,Dominican Summer League,Pitcher,23,513,0.2765296067096272,0.1142343704340503,,,,94.61421372728896,0.426627673965859,,54.38286738958482,INT-0182,name_birth_date,Venezuela,0.35258884304243027,RHP,736000.0,Venezuela,60,Pitcher,23+,$500K-$1.49M,,,
INT-0183,Marco Rojas,2007-07-16,Cuba,2023,Independent,Pitcher,16,385,0.1809367716915644,0.0837047808279595,,,,90.33426063311528,0.504366525543621,,51.04578131180772,INT-0183,source_id,Cuba,0.30191474587249933,RHP,58000.0,Cuba,50,Pitcher,18 and under,Under $100K,0.6902068926746953,2024.0,1.0
INT-0183,Marco Rojas,2007-07-16,Cuba,2024,Independent,Pitcher,17,312,0.2476675652942004,0.0846528877707852,,,,90.90265310687091,0.524188147580588,,57.157783322178254,INT-0183,source_id,Cuba,0.6902068926746953,RHP,58000.0,Cuba,50,Pitcher,18 and under,Under $100K,0.5419961147048286,2025.0,1.0
INT-0183,Marco Rojas,2007-07-16,Cuba,2025,Cuban National Series,Pitcher,18,283,0.2514223236414578,0.0707075063888877,,,,89.14506625736827,0.5249914194678643,,57.27594259040487,INT-0183,source_id,Cuba,0.5419961147048286,RHP,58000.0,Cuba,50,Pitcher,18 and under,Under $100K,,,
INT-0184,Felix Benitez,1999-01-14,Mexico,2022,Mexican League,Position Player,23,600,0.2135045885886549,0.0901269848326061,0.139477513421735,0.705375472347007,0.2857095370462933,,,25.364343222467635,52.53765212317154,INT-0184,source_id,Mexico,0.05076556014399436,OF,24000.0,Mexico,40,OF,23+,Under $100K,-0.10916650048759627,2023.0,0.0
INT-0184,Felix Benitez,1999-01-14,Mexico,2023,Mexican League,Position Player,24,123,0.2023235098908136,0.0836502203781531,0.1007642487015717,0.741942230763331,0.2474560334180678,,,25.154430523025404,41.87001379866712,INT-0184,source_id,Mexico,-0.10916650048759627,OF,24000.0,Mexico,40,OF,23+,Under $100K,-0.12461818271435465,2024.0,0.0
INT-0184,Felix Benitez,1999-01-14,Mexico,2024,Mexican League,Position Player,25,408,0.264678282973998,0.1258644077743232,0.0912840397401198,0.7364261210338094,0.2477420851004995,,,26.00968978667474,42.11340075904938,INT-0184,source_id,Mexico,-0.12461818271435465,OF,24000.0,Mexico,40,OF,23+,Under $100K,-2.16528947781236e-05,2025.0,0.0
INT-0184,Felix Benitez,1999-01-14,Mexico,2025,Mexican League,Position Player,26,614,0.1905072560090778,0.1125853348714191,0.1061376680761541,0.7982843048596278,0.2547008928950714,,,25.01192570734432,39.10360813879389,INT-0184,source_id,Mexico,-2.16528947781236e-05,OF,24000.0,Mexico,40,OF,23+,Under $100K,,,
INT-0185,Carlos Vargas 2,2003-02-20,Japan,2022,Industrial League,Position Player,19,598,0.2405602638402987,0.0994512249715056,0.17534486804531,0.7281446027482014,0.2746009571117506,,,26.33149297550452,62.26972977781024,INT-0185,source_id,Japan,0.8040511244302297,C,431000.0,Japan,45,C,19-20,$100K-$499K,1.1747738626243631,2023.0,1.0
INT-0185,Carlos Vargas 2,2003-02-20,Japan,2023,NPB Farm,Position Player,20,196,0.2237370447511465,0.1094824862848584,0.2046898574732636,0.8112634563889789,0.2793779069088709,,,26.314650484075564,48.77881527976419,INT-0185,source_id,Japan,1.1747738626243631,C,431000.0,Japan,45,C,19-20,$100K-$499K,0.5099667907633144,2024.0,1.0
INT-0185,Carlos Vargas 2,2003-02-20,Japan,2024,NPB Farm,Position Player,21,276,0.2219545661999837,0.0959590527616373,0.1808067685991001,0.7397538908209207,0.3061178423112332,,,27.816694626878807,50.16822687394291,INT-0185,source_id,Japan,0.5099667907633144,C,431000.0,Japan,45,C,21-22,$100K-$499K,0.7463972879952658,2025.0,1.0
INT-0185,Carlos Vargas 2,2003-02-20,Japan,2025,NPB Farm,Position Player,22,250,0.17483884493046,0.0922868860680872,0.2129983216456951,0.7159027069325081,0.2625577338595073,,,26.15030500081266,64.06519042479036,INT-0185,source_id,Japan,0.7463972879952658,C,431000.0,Japan,45,C,21-22,$100K-$499K,,,
INT-0186,Isaac Martinez,2005-05-09,Venezuela,2022,Complex League,Position Player,17,569,0.215751705404149,0.076614321781397,0.1184976626695242,0.7178429098568202,0.2561073330205282,,,25.944368816807444,60.79422584743611,INT-0186,source_id,Venezuela,0.44817692567693945,C,116000.0,Venezuela,45,C,18 and under,$100K-$499K,0.4368991727551421,2023.0,1.0
INT-0186,Isaac Martinez,2005-05-09,Venezuela,2023,Complex League,Position Player,18,452,0.2605561758038724,0.0742876772763754,0.1253475087462222,0.7371062761134725,0.2746693133823358,,,26.252406374419,58.72848399717559,INT-0186,source_id,Venezuela,0.4368991727551421,C,116000.0,Venezuela,45,C,18 and under,$100K-$499K,0.074916658215055,2024.0,0.0
INT-0186,Isaac Martinez,2005-05-09,Venezuela,2024,Dominican Summer League,Position Player,19,468,0.2295296289570677,0.083423541407054,0.0718413096608019,0.7329521469853785,0.2984724473322031,,,27.51929719403253,57.56767508866731,INT-0186,source_id,Venezuela,0.074916658215055,C,116000.0,Venezuela,45,C,19-20,$100K-$499K,0.6939940089574949,2025.0,1.0
INT-0186,Isaac Martinez,2005-05-09,Venezuela,2025,Complex League,Position Player,20,596,0.2463381076886122,0.0995401478261483,0.1594418105595531,0.739574892407316,0.2596852580642595,,,27.53881947297808,58.327541906729394,INT-0186,source_id,Venezuela,0.6939940089574949,C,116000.0,Venezuela,45,C,19-20,$100K-$499K,,,
INT-0187,Rafael Sato,2006-09-11,Dominican Republic,2025,Dominican Summer League,Position Player,19,294,0.2617075345658257,0.0853939959522855,0.0833503137532051,0.6816244334153384,0.3124123866356255,,,26.47304962065932,64.46910392423594,INT-0187,source_id,Dominican Republic,-0.35998735833350987,OF,85000.0,Dominican Republic,40,OF,19-20,Under $100K,,,
INT-0188,NICOLAS JIMENEZ 2,2005-04-09,VZ,2023,Dominican Summer League,Pitcher,18,539,0.2024915914163395,0.0941740485850132,,,,89.74443263615223,0.4507020531001261,,45.37638148868945,INT-0188,source_id,Venezuela,-0.02800563450553728,RHP,44000.0,Venezuela,45,Pitcher,18 and under,Under $100K,0.056189040628923714,2024.0,0.0
INT-0188,Nicolas Jimenez 2,2005-04-09,Venezuela,2024,Complex League,Pitcher,19,472,0.2398696185564969,0.1041413105329049,,,,90.92432338243748,0.4562976137994601,,46.37244479857003,INT-0188,source_id,Venezuela,0.056189040628923714,RHP,44000.0,Venezuela,45,Pitcher,19-20,Under $100K,-0.33229880764777386,2025.0,0.0
INT-0188,Nicolas Jimenez 2,2005-04-09,Venezuela,2025,Dominican Summer League,Pitcher,20,531,0.2670400371178479,0.1402705212732218,,,,90.49451275082734,0.4547035537578608,,41.52364386161239,INT-0188,source_id,Venezuela,-0.33229880764777386,RHP,44000.0,Venezuela,45,Pitcher,19-20,Under $100K,,,
INT-0189,Gabriel Torres,2002-01-20,Colombia,2022,Colombian Winter League,Position Player,20,380,0.253022944311548,0.1166432594013695,0.1790059518425425,0.7845276254597688,0.2797724743459071,,,25.68375701725736,60.47289693276945,INT-0189,source_id,Colombia,1.0664373751402236,OF,449000.0,Colombia,55,OF,19-20,$100K-$499K,1.2309036738714987,2023.0,1.0
INT-0189,GABRIEL TORRES,2002-01-20,Colombia,2023,Colombian Winter League,Position Player,21,573,0.1849668978893,0.1219672518153627,0.215965894639621,0.7599234552477467,0.2806472126218917,,,26.39579143545288,63.98636597496665,INT-0189,source_id,Colombia,1.2309036738714987,OF,449000.0,Colombia,55,OF,21-22,$100K-$499K,0.9089583691317265,2024.0,1.0
INT-0189,Gabriel Torres,2002-01-20,Colombia,2024,Complex League,Position Player,22,203,0.2455808081673124,0.1275752972764389,0.1498918429682728,0.7823189753328083,0.2708749651377201,,,26.622474232116137,62.56756250967446,INT-0189,source_id,Colombia,0.9089583691317265,OF,449000.0,Colombia,55,OF,21-22,$100K-$499K,1.1603338230528186,2025.0,1.0
INT-0189,Gabriel Torres,2002-01-20,COL,2025,Complex League,Position Player,23,294,0.2068488560112423,0.1059467055382678,0.2000468877248679,0.7495490748248835,0.2494921553388487,,,28.04381931628225,60.83101240490478,INT-0189,source_id,Colombia,1.1603338230528186,OF,449000.0,Colombia,55,OF,23+,$100K-$499K,,,
INT-0190,Adrian Torres,2004-08-26,JPN,2022,NPB Farm,Position Player,18,406,0.26051527882641,0.0573849378372787,0.1853922295477408,0.7315566358814166,0.306052483382565,,,26.04575557383839,38.52468865694979,INT-0190,source_id,Japan,0.152417415882438,OF,77000.0,Japan,45,OF,18 and under,Under $100K,-0.05624483823249243,2023.0,0.0
INT-0190,Adrian Torres,2004-08-26,Japan,2023,NPB Farm,Position Player,19,203,0.3197238185321296,0.0619769607351059,0.1758487865209509,0.7160825619083675,0.2815948533278605,,,25.04228166293224,41.6550570387438,INT-0190,source_id,Japan,-0.05624483823249243,OF,77000.0,Japan,45,OF,19-20,Under $100K,-0.39495463622415866,2024.0,0.0
INT-0190,Adrian Torres,2004-08-26,Japan,2024,NPB Farm,Position Player,20,613,0.2451392868322971,0.075683327147712,0.1410160287880035,0.7488946805135295,0.314587451752027,,,24.20852051471521,39.271127873301815,INT-0190,source_id,Japan,-0.39495463622415866,OF,77000.0,Japan,45,OF,19-20,Under $100K,-1.0542976530250743,2025.0,0.0
INT-0190,Adrian Torres,2004-08-26,JPN,2025,NPB Farm,Position Player,21,180,0.2069895501823971,0.084839701097036,0.1034755282750367,0.7250854315636599,0.3786949176391783,,,25.317583576848303,38.20366713734362,INT-0190,source_id,Japan,-1.0542976530250743,OF,77000.0,Japan,45,OF,21-22,Under $100K,,,
INT-0191,MIN-JUN SATO,2007-05-20,Venezuela,2025,Complex League,Pitcher,18,578,0.1705371917778524,0.1167381740619798,,,,86.68774508257343,0.4824634448843876,,51.220096318590414,INT-0191,source_id,Venezuela,-0.7541585540569643,RHP,28000.0,Venezuela,45,Pitcher,18 and under,Under $100K,,,
INT-0192,Diego Yamamoto,2004-04-19,MEX,2022,Mexican Pacific League,Pitcher,18,410,0.1450915832301942,0.1318475755347967,,,,85.16898110529557,0.4206395329898762,,50.96352841257181,INT-0192,source_id,Mexico,-1.0435538313023207,LHP,46000.0,Mexico,30,Pitcher,18 and under,Under $100K,-1.0763318983861312,2023.0,0.0
,Diego Yamamoto,2004-04-19,Mexico,2023,Mexican League,Pitcher,19,397,0.1256424347211702,0.1132735627580655,,,,84.25108355105102,0.4434009132754952,,51.15420460090444,INT-0192,name_birth_date,Mexico,-1.0763318983861312,LHP,46000.0,Mexico,30,Pitcher,19-20,Under $100K,-0.6397621611281488,2024.0,0.0
INT-0192,Diego Yamamoto,2004-04-19,Mexico,2024,Mexican League,Pitcher,20,607,0.1433967735974364,0.0992679771566703,,,,86.62290338514356,0.4770238853333584,,54.55205349643417,INT-0192,source_id,Mexico,-0.6397621611281488,LHP,46000.0,Mexico,30,Pitcher,19-20,Under $100K,-0.7929068035372614,2025.0,0.0
INT-0192,Diego Yamamoto,2004-04-19,Mexico,2025,Mexican League,Pitcher,21,314,0.1573820273435697,0.091513943950786,,,,86.03436835086775,0.4508539754992314,,52.16774049858048,INT-0192,source_id,Mexico,-0.7929068035372614,LHP,46000.0,Mexico,30,Pitcher,21-22,Under $100K,,,
INT-0193,Emilio Sanchez,1999-04-22,VZ,2022,Dominican Summer League,Position Player,23,330,0.2051996329404897,0.0821637326225272,0.1254961003720874,0.7669216680260736,0.2549258765310472,,,26.2830414578357,56.74578693368386,INT-0193,source_id,Venezuela,0.7999219989614564,C,11000.0,Venezuela,35,C,23+,Under $100K,0.031011344615025235,2023.0,0.0
INT-0193,Emilio Sanchez,1999-04-22,Venezuela,2023,Dominican Summer League,Position Player,24,522,0.1986922928339977,0.1206291794651563,0.0830829666672721,0.7555495384996537,0.32460671324458,,,26.70602405864904,53.00877860977032,INT-0193,source_id,Venezuela,0.031011344615025235,C,11000.0,Venezuela,35,C,23+,Under $100K,0.41408992602979366,2024.0,0.0
INT-0193,Emilio Sanchez,1999-04-22,Venezuela,2024,Complex League,Position Player,25,297,0.1674151218938981,0.0998414771852132,0.0898348522927491,0.7565200941660513,0.2437420133600365,,,27.138919786367,52.745413110314296,INT-0193,source_id,Venezuela,0.41408992602979366,C,11000.0,Venezuela,35,C,23+,Under $100K,0.45829828546198603,2025.0,1.0
INT-0193,Emilio Sanchez,1999-04-22,Venezuela,2025,Complex League,Position Player,26,496,0.1857441277151574,0.1341030753114095,0.1793600134398069,0.7704043452158134,0.3415926471323753,,,25.845875955972176,61.55347695752513,INT-0193,source_id,Venezuela,0.45829828546198603,C,11000.0,Venezuela,35,C,23+,Under $100K,,,
INT-0194,Min-jun Navarro,1999-10-23,Dominican Republic,2022,Complex League,Pitcher,23,404,0.1687350758301078,0.1171623997857723,,,,87.36297060980154,0.4885804973986569,,45.37919668095287,INT-0194,source_id,Dominican Republic,-0.36110445855054274,RHP,71000.0,Dominican Republic,40,Pitcher,23+,Under $100K,-0.2008915967875847,2023.0,0.0
INT-0194,Min-jun Navarro,1999-10-23,Dominican Republic,2023,Dominican Summer League,Pitcher,24,258,0.181847550846056,0.0878488945658008,,,,87.45837414114848,0.4941588060078997,,40.23083411110572,INT-0194,source_id,Dominican Republic,-0.2008915967875847,RHP,71000.0,Dominican Republic,40,Pitcher,23+,Under $100K,0.22053739684675416,2024.0,0.0
INT-0194,Min-jun Navarro,1999-10-23,Dominican Republic,2024,Dominican Summer League,Pitcher,25,264,0.2144136903162268,0.0351223250996122,,,,88.24307556901087,0.4626264662182897,,48.17271309468013,INT-0194,source_id,Dominican Republic,0.22053739684675416,RHP,71000.0,Dominican Republic,40,Pitcher,23+,Under $100K,-0.2863328216031164,2025.0,0.0
,  Min-jun Navarro ,1999-10-23,Dominican Republic,2025,Complex League,Pitcher,26,447,0.2126022081663439,0.0780286455123859,,,,88.91442843467843,0.4716552618606911,,36.827503276993525,INT-0194,name_birth_date,Dominican Republic,-0.2863328216031164,RHP,71000.0,Dominican Republic,40,Pitcher,23+,Under $100K,,,
INT-0195,Hector Garcia 2,2002-06-23,D.R.,2022,Dominican Summer League,Position Player,20,124,0.2367437162330224,0.0977576221386016,0.1377653192141434,0.8122491583384012,0.2681532692209977,,,25.54186746459728,44.54536998564762,INT-0195,source_id,Dominican Republic,0.7369210434509145,IF,87000.0,Dominican Republic,50,IF,19-20,Under $100K,0.4677798103065866,2023.0,1.0
INT-0195,Hector Garcia 2,2002-06-23,Dominican Republic,2023,Dominican Summer League,Position Player,21,416,0.2374829095797064,0.076589752890288,0.0543357623329179,0.8173113741379971,0.2786606414159319,,,26.516935589022555,51.63013937575496,INT-0195,source_id,Dominican Republic,0.4677798103065866,IF,87000.0,Dominican Republic,50,IF,21-22,Under $100K,0.28507191454563635,2024.0,0.0
INT-0195,  Hector Garcia 2 ,2002-06-23,Dominican Republic,2024,Complex League,Position Player,22,171,0.1938135474307011,0.0930768203124766,0.1202732875857659,0.7548464670284185,0.2411140110960676,,,25.0372462374994,53.81940463759199,INT-0195,source_id,Dominican Republic,0.28507191454563635,IF,87000.0,Dominican Republic,50,IF,21-22,Under $100K,0.294593806095566,2025.0,0.0
INT-0195,HECTOR GARCIA 2,2002-06-23,Dominican Republic,2025,Dominican Summer League,Position Player,23,242,0.1843508889845039,0.0688258625653809,0.1624643086348048,0.7432972362212149,0.262753065613961,,,25.69619245194424,51.592036814015,INT-0195,source_id,Dominican Republic,0.294593806095566,IF,87000.0,Dominican Republic,50,IF,23+,Under $100K,,,
INT-0196,Nicolas Vargas,2005-01-14,Dominican Rep.,2023,Complex League,Pitcher,18,607,0.1696894009770111,0.0799826392133387,,,,89.57252731999826,0.4864678779320299,,58.746236741690254,INT-0196,source_id,Dominican Republic,0.24005548388686995,RHP,340000.0,Dominican Republic,45,Pitcher,18 and under,$100K-$499K,-0.13884105212371123,2024.0,0.0
INT-0196,Nicolas Vargas,2005-01-14,D.R.,2024,Complex League,Pitcher,19,112,0.1310324960675271,0.0510186501936227,,,,85.82611632202646,0.5242732355080364,,61.23027388535331,INT-0196,source_id,Dominican Republic,-0.13884105212371123,RHP,340000.0,Dominican Republic,45,Pitcher,19-20,$100K-$499K,0.526295443354927,2025.0,1.0
INT-0196,NICOLAS VARGAS,2005-01-14,Dominican Republic,2025,Complex League,Pitcher,20,515,0.2598867602291123,0.0903995528037582,,,,89.42535320534009,0.5435081785722063,,57.02272691066185,INT-0196,source_id,Dominican Republic,0.526295443354927,RHP,340000.0,Dominican Republic,45,Pitcher,19-20,$100K-$499K,,,
INT-0197,Kenji Benitez,2003-07-21,Cuba,2022,Cuban National Series,Pitcher,19,586,0.1968340756383896,0.0958952618523368,,,,86.00909476094056,0.5659269532612795,,42.2446294327597,INT-0197,source_id,Cuba,0.18447434427939607,RHP,116000.0,Cuba,40,Pitcher,19-20,$100K-$499K,0.7399037609236567,2023.0,1.0
INT-0197,Kenji Benitez,2003-07-21,CUB,2023,Independent,Pitcher,20,162,0.1599630567396534,0.0414363059845834,,,,89.7853869128692,0.5438505111144437,,57.30925838718865,INT-0197,source_id,Cuba,0.7399037609236567,RHP,116000.0,Cuba,40,Pitcher,19-20,$100K-$499K,0.5037892385411612,2024.0,1.0
INT-0197,Kenji Benitez,2003-07-21,Cuba,2024,Cuban National Series,Pitcher,21,529,0.1780455481097496,0.0423850569284645,,,,90.02534160533503,0.5407893455235854,,53.49296261626752,INT-0197,source_id,Cuba,0.5037892385411612,RHP,116000.0,Cuba,40,Pitcher,21-22,$100K-$499K,0.038056357582237826,2025.0,0.0
INT-0197,Kenji Benitez,2003-07-21,Cuba,2025,Cuban National Series,Pitcher,22,347,0.1526209520825246,0.0524815254999398,,,,92.20037589996753,0.4898659527526061,,45.20910353902759,INT-0197,source_id,Cuba,0.038056357582237826,RHP,116000.0,Cuba,40,Pitcher,21-22,$100K-$499K,,,
INT-0198,Gabriel Sanchez 2,2007-09-21,Colombia,2024,Complex League,Position Player,17,308,0.1713748041215735,0.1080454002353885,0.10613425249045,0.8039663896228857,0.2106867051100113,,,26.362174017492087,48.03338952475022,INT-0198,source_id,Colombia,0.7709276056987442,IF,113000.0,Colombia,40,IF,18 and under,$100K-$499K,0.3155990182361292,2025.0,0.0
INT-0198,Gabriel Sanchez 2,2007-09-21,Colombia,2025,Complex League,Position Player,18,221,0.1856003054918784,0.0962596547546419,0.1358574688944729,0.7570558549519426,0.2485005589408481,,,26.02459902954928,49.87989809916154,INT-0198,source_id,Colombia,0.3155990182361292,IF,113000.0,Colombia,40,IF,18 and under,$100K-$499K,,,
INT-0199,Yun-seo Navarro 2,2000-08-16,Dominican Republic,2022,Dominican Summer League,Position Player,22,543,0.3101394686701652,0.0549098295588355,0.187803237078634,0.6785802049578504,0.3362159721842684,,,25.21829318414054,35.02811443831433,INT-0199,source_id,Dominican Republic,-0.5576816054404312,OF,156000.0,Dominican Republic,40,OF,21-22,$100K-$499K,-0.908104568998198,2023.0,0.0
